Mes pago tarjeta;Fecha gasto;descripcion;importe;Tarjeta;Cuota;Con cuota;cantidad cuotas;Cierra;Vence;¿ Vencido ?;Agrupado;actual y proximo;Cuota Finalizada;tipo
43862;43865;DUNAS;-1155;VISA SANTANDER;1;No;1;43867;43878;Vencido;GASTO;No;VERDADERO;REAL
43862;43862;OSCAR;-830,7;VISA SANTANDER;1;No;1;43867;43878;Vencido;GASTO;No;VERDADERO;REAL
43862;43853;LABORATORIO OPTICO;-833,34;VISA SANTANDER;1;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43891;43853;LABORATORIO OPTICO;-833,34;VISA SANTANDER;2;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43853;LABORATORIO OPTICO;-833,34;VISA SANTANDER;3;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43862;43860;MAYAS BEBE;-425;VISA SANTANDER;1;Si;;43867;43878;Vencido;GASTO;No;FALSO;REAL
43891;43860;MAYAS BEBE;-425;VISA SANTANDER;2;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43860;MAYAS BEBE;-425;VISA SANTANDER;3;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43860;MAYAS BEBE;-425;VISA SANTANDER;4;Si;;43958;43969;Vencido;GASTO;No;FALSO;REAL
43983;43860;MAYAS BEBE;-425;VISA SANTANDER;5;Si;;43993;44002;Vencido;GASTO;No;FALSO;REAL
44013;43860;MAYAS BEBE;-425;VISA SANTANDER;6;Si;;44018;44032;Vencido;GASTO;No;FALSO;REAL
44044;43860;MAYAS BEBE;-425;VISA SANTANDER;7;Si;;44049;44060;Vencido;GASTO;No;FALSO;REAL
44075;43860;MAYAS BEBE;-425;VISA SANTANDER;8;Si;;44084;44095;Vencido;GASTO;No;FALSO;REAL
44105;43860;MAYAS BEBE;-425;VISA SANTANDER;9;Si;;44114;44123;Vencido;GASTO;No;FALSO;REAL
44136;43860;MAYAS BEBE;-425;VISA SANTANDER;10;Si;;44140;44151;Vencido;GASTO;No;FALSO;REAL
44166;43860;MAYAS BEBE;-425;VISA SANTANDER;11;Si;;44170;44181;Vencido;GASTO;No;FALSO;REAL
44197;43860;MAYAS BEBE;-425;VISA SANTANDER;12;Si;;44206;44216;Vencido;GASTO;No;FALSO;REAL
43891;43867;OSCAR;-2165,3;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43868;FLASH;-500;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43869;ACOFAR;-510;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43869;OSCAR;-1055,2;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43870;GOLONDRINAS;-660;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43870;BOSANECO;-266,3;VISA SANTANDER;1;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43870;BOSANECO;-266,3;VISA SANTANDER;2;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43870;BOSANECO;-266,3;VISA SANTANDER;3;Si;;43958;43969;Vencido;GASTO;No;FALSO;REAL
43891;43870;OPEN SPORT;-133,2;VISA SANTANDER;1;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43870;OPEN SPORT;-133,2;VISA SANTANDER;2;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43870;OPEN SPORT;-133,2;VISA SANTANDER;3;Si;;43958;43969;Vencido;GASTO;No;FALSO;REAL
43983;43870;OPEN SPORT;-133,2;VISA SANTANDER;4;Si;;43993;44002;Vencido;GASTO;No;FALSO;REAL
44013;43870;OPEN SPORT;-133,2;VISA SANTANDER;5;Si;;44018;44032;Vencido;GASTO;No;FALSO;REAL
44044;43870;OPEN SPORT;-133,2;VISA SANTANDER;6;Si;;44049;44060;Vencido;GASTO;No;FALSO;REAL
43891;43870;GIANNI;-290;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43870;LOTUS COCINA VIVA;-530;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43872;HAVANNA;-610;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43872;BOCANA;-1215;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43872;TABLITAS;-1170;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43873;BALNEARIO ENRIQUE;-800;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43873;LA TAPERIA;-700;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43873;SAN IGNACIO;-1180;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43873;ACOFAR;-1045;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43874;BALNEARIO ENRIQUE;-700;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43875;SOL REMERAS;-600;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43875;A CONFIRMAR;-360;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43876;AMARETTO;-1213;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43877;DIA;-2102,57;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43882;FARMACITY;-302,31;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43889;MERCADO PAGO;-133;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43879;FARMACITY;-146,16;VISA SANTANDER;1;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43879;FARMACITY;-146,16;VISA SANTANDER;2;No;1;43929;43941;Vencido;GASTO;No;FALSO;REAL
43891;43880;MC DONALDS -;-299;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43880;MC DONALDS;-220;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43881;DIA;-2025,91;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43881;TIENDA CONTROL;-285;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43882;FARMACITY;392,84;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43882;LOJAS RENNER FLORIDA;-399;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43888;SUBE;-550;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43831;43817;SOLARIUM;-953,33;MERCADO PAGO;1;Si;;43818;43832;Vencido;GASTO;No;FALSO;REAL
43862;43817;SOLARIUM;-953,33;MERCADO PAGO;2;Si;;43853;43864;Vencido;GASTO;No;FALSO;REAL
43891;43817;SOLARIUM;-953,33;MERCADO PAGO;3;Si;;43881;43893;Vencido;GASTO;No;FALSO;REAL
43891;43890;CAFÉ MARTINEZ;-955;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43890;FARMACITY;-671,5;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;1;Si;;43895;43906;Vencido;GASTO;No;FALSO;REAL
43922;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;2;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;3;Si;;43958;43969;Vencido;GASTO;No;FALSO;REAL
43983;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;4;Si;;43993;44002;Vencido;GASTO;No;FALSO;REAL
44013;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;5;Si;;44018;44032;Vencido;GASTO;No;FALSO;REAL
44044;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;6;Si;;44049;44060;Vencido;GASTO;No;FALSO;REAL
44075;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;7;Si;;44084;44095;Vencido;GASTO;No;FALSO;REAL
44105;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;8;Si;;44114;44123;Vencido;GASTO;No;FALSO;REAL
44136;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;9;Si;;44140;44151;Vencido;GASTO;No;FALSO;REAL
44166;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;10;Si;;44170;44181;Vencido;GASTO;No;FALSO;REAL
44197;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;11;Si;;44206;44216;Vencido;GASTO;No;FALSO;REAL
44228;43890;MONSIEUR FROID;-491,74;VISA SANTANDER;12;Si;;44237;44237;Vencido;GASTO;No;FALSO;REAL
43891;43893;SUBE;-500;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43891;43892;SUBE-;-500;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43922;43894;TOBY;-1444;MERCADO PAGO;1;Si;;43910;43924;Vencido;GASTO;No;FALSO;REAL
43952;43894;TOBY;-1444;MERCADO PAGO;2;Si;;43938;43953;Vencido;GASTO;No;FALSO;REAL
43983;43894;TOBY;-1444;MERCADO PAGO;3;Si;;43970;43984;Vencido;GASTO;No;FALSO;REAL
43922;43897;DIA;-1504,5;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43902;CARREFOUR;-495;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43901;DIA;-893,93;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43903;LA VERA PASTA;-735;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43903;FARMACITY;-688,75;VISA SANTANDER;1;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43903;FARMACITY;-688,75;VISA SANTANDER;2;Si;;43958;43969;Vencido;GASTO;No;FALSO;REAL
43922;43905;DIA;-593,95;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43906;FARMACITY;-820,74;VISA SANTANDER;1;Si;;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43906;FARMACITY;-820,74;VISA SANTANDER;2;Si;;43958;43969;Vencido;GASTO;No;FALSO;REAL
43922;43906;DIA;-2283,31;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43906;SUBE;-500;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43907;MC DONALDS;-345;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43908;DIA;-1033,94;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43908;MC DONALDS;-190;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43914;DIA;-2290,3;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43914;SPOTIFY;-190;VISA SANTANDER;1;Si;12;43929;43941;Vencido;GASTO;No;FALSO;REAL
43952;43914;SPOTIFY;-190;VISA SANTANDER;2;Si;12;43958;43969;Vencido;GASTO;No;FALSO;REAL
43983;43914;SPOTIFY;-190;VISA SANTANDER;3;Si;12;43993;44002;Vencido;GASTO;No;FALSO;REAL
44013;43914;SPOTIFY;-190;VISA SANTANDER;4;Si;12;44018;44032;Vencido;GASTO;No;FALSO;REAL
44044;43914;SPOTIFY;-190;VISA SANTANDER;5;Si;12;44049;44060;Vencido;GASTO;No;FALSO;REAL
44075;43914;SPOTIFY;-190;VISA SANTANDER;6;Si;12;44084;44095;Vencido;GASTO;No;FALSO;REAL
44105;43914;SPOTIFY;-190;VISA SANTANDER;7;Si;12;44114;44123;Vencido;GASTO;No;FALSO;REAL
44136;43914;SPOTIFY;-190;VISA SANTANDER;8;Si;12;44140;44151;Vencido;GASTO;No;FALSO;REAL
44166;43914;SPOTIFY;-190;VISA SANTANDER;9;Si;12;44170;44181;Vencido;GASTO;No;FALSO;REAL
44197;43914;SPOTIFY;-190;VISA SANTANDER;10;Si;12;44206;44216;Vencido;GASTO;No;FALSO;REAL
44228;43914;SPOTIFY;-179;VISA SANTANDER;11;Si;12;44237;44237;Vencido;GASTO;No;FALSO;REAL
44256;43914;SPOTIFY;-190;VISA SANTANDER;12;Si;12;44263;44273;Vencido;GASTO;No;VERDADERO;REAL
43922;43899;DIA;-588,25;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43877;RENAPER;-500;MERCADO PAGO;1;Si;;43910;43924;Vencido;GASTO;No;FALSO;REAL
43952;43877;RENAPER;-500;MERCADO PAGO;2;Si;;43938;43953;Vencido;GASTO;No;FALSO;REAL
43983;43877;RENAPER;-500;MERCADO PAGO;3;Si;;43970;43984;Vencido;GASTO;No;FALSO;REAL
43922;43903;COQUITOS;-200;MERCADO PAGO;1;Si;;43910;43924;Vencido;GASTO;No;FALSO;REAL
43952;43903;COQUITOS;-200;MERCADO PAGO;2;Si;;43938;43953;Vencido;GASTO;No;FALSO;REAL
43983;43903;COQUITOS;-200;MERCADO PAGO;3;Si;;43970;43984;Vencido;GASTO;No;FALSO;REAL
43952;43908;WACOMO;-538,34;MERCADO PAGO;1;Si;;43938;43953;Vencido;GASTO;No;FALSO;REAL
43983;43908;WACOMO;-538,34;MERCADO PAGO;2;Si;;43970;43984;Vencido;GASTO;No;FALSO;REAL
44013;43908;WACOMO;-538,34;MERCADO PAGO;3;Si;;44007;44018;Vencido;GASTO;No;FALSO;REAL
43922;43908;FARMACITY;-551,67;MERCADO PAGO;1;Si;;43910;43924;Vencido;GASTO;No;FALSO;REAL
43952;43908;FARMACITY;-551,67;MERCADO PAGO;2;Si;;43938;43953;Vencido;GASTO;No;FALSO;REAL
43983;43908;FARMACITY;-551,67;MERCADO PAGO;3;Si;;43970;43984;Vencido;GASTO;No;FALSO;REAL
43952;43922;TELECENTRO;-3286;VISA SANTANDER;1;No;1;43958;43969;Vencido;GASTO;No;VERDADERO;REAL
43983;43922;TELECENTRO;-3286;VISA SANTANDER;1;No;1;43993;44002;Vencido;GASTO;No;VERDADERO;REAL
44013;43922;TELECENTRO;-1348,5;VISA SANTANDER;1;No;1;44018;44032;Vencido;GASTO;No;VERDADERO;REAL
44044;43922;TELECENTRO;-2464,5;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44075;43922;TELECENTRO;-2784;VISA SANTANDER;1;No;1;44084;44095;Vencido;GASTO;No;VERDADERO;REAL
44105;43922;TELECENTRO;-2301;VISA SANTANDER;1;No;1;44114;44123;Vencido;GASTO;No;VERDADERO;REAL
44136;43922;TELECENTRO;-2508;VISA SANTANDER;1;No;1;44140;44151;Vencido;GASTO;No;VERDADERO;REAL
44166;43922;TELECENTRO;-2508;VISA SANTANDER;1;No;1;44170;44181;Vencido;GASTO;No;VERDADERO;REAL
43922;43917;SUBE;-550;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43919;DrivTechnology;-687,56;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43922;43925;DIA;-3572,58;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43952;43953;DIA;-1890,95;VISA SANTANDER;2;No;1;43958;43969;Vencido;GASTO;No;FALSO;REAL
43952;43953;FARMACITY;-614,88;VISA SANTANDER;1;Si;;43958;43969;Vencido;GASTO;No;FALSO;REAL
43983;43953;FARMACITY;-614,88;VISA SANTANDER;2;Si;;43993;44002;Vencido;GASTO;No;FALSO;REAL
43952;43948;MERCADO PAGO;-550;VISA SANTANDER;1;No;1;43958;43969;Vencido;GASTO;No;VERDADERO;REAL
43952;43946;DIA;-2053,71;VISA SANTANDER;1;No;1;43958;43969;Vencido;GASTO;No;VERDADERO;REAL
43952;43939;WACOMO;-2960;VISA SANTANDER;1;No;1;43958;43969;Vencido;GASTO;No;VERDADERO;REAL
43952;43932;DIA;-2521,36;VISA SANTANDER;1;No;1;43958;43969;Vencido;GASTO;No;VERDADERO;REAL
43952;43937;DIA;-2527,53;VISA SANTANDER;2;No;1;43958;43969;Vencido;GASTO;No;FALSO;REAL
43983;43946;QUESERIA DE MI;-343,34;MERCADO PAGO;1;Si;;43970;43984;Vencido;GASTO;No;FALSO;REAL
44013;43946;QUESERIA DE MI;-343,34;MERCADO PAGO;2;Si;;44007;44018;Vencido;GASTO;No;FALSO;REAL
44044;43946;QUESERIA DE MI;-343,34;MERCADO PAGO;3;Si;;44035;44046;Vencido;GASTO;No;FALSO;REAL
43983;43950;WACOMO;-900;MERCADO PAGO;1;No;1;43970;43984;Vencido;GASTO;No;VERDADERO;REAL
43983;43962;HERBALIFE;-3467;MERCADO PAGO;1;No;1;43970;43984;Vencido;GASTO;No;VERDADERO;REAL
43983;43960;DIA;-2183,57;VISA SANTANDER;1;No;1;43993;44002;Vencido;GASTO;No;VERDADERO;REAL
43983;43963;MERCADO PAGO;-1006,64;VISA SANTANDER;1;No;1;43993;44002;Vencido;GASTO;No;VERDADERO;REAL
43983;43968;DIA;-1551,97;VISA SANTANDER;1;No;1;43993;44002;Vencido;GASTO;No;VERDADERO;REAL
43983;43974;FARMACITY;-1208,5;VISA SANTANDER;1;Si;;43993;44002;Vencido;GASTO;No;FALSO;REAL
44013;43974;FARMACITY;-1208,5;VISA SANTANDER;2;Si;;44018;44032;Vencido;GASTO;No;FALSO;REAL
43983;43978;MERCADO PAGO;-550;VISA SANTANDER;1;No;1;43993;44002;Vencido;GASTO;No;VERDADERO;REAL
43983;43980;SUPERMERCADO CHINO;-440;VISA SANTANDER;1;No;1;43993;44002;Vencido;GASTO;No;VERDADERO;REAL
43983;43981;DIA;-1244,02;VISA SANTANDER;1;No;1;43993;44002;Vencido;GASTO;No;VERDADERO;REAL
43983;43987;DIA;-2844,82;VISA SANTANDER;2;No;1;43993;44002;Vencido;GASTO;No;FALSO;REAL
43983;43990;MERCADO PAGO;-511;VISA SANTANDER;1;No;1;43993;44002;Vencido;GASTO;No;VERDADERO;REAL
44013;44003;DIA;-483,98;VISA SANTANDER;1;No;1;44018;44032;Vencido;GASTO;No;VERDADERO;REAL
44013;44007;DIA;-666,96;VISA SANTANDER;2;No;1;44018;44032;Vencido;GASTO;No;FALSO;REAL
44013;44007;DIA;-215;VISA SANTANDER;3;No;1;44018;44032;Vencido;GASTO;No;FALSO;REAL
44013;44009;DISPENSER;-550;VISA SANTANDER;1;No;1;44018;44032;Vencido;GASTO;No;VERDADERO;REAL
44013;44014;DIA;-1127,78;VISA SANTANDER;1;No;1;44018;44032;Vencido;GASTO;No;VERDADERO;REAL
44013;44015;DIA;-1640,19;VISA SANTANDER;2;No;1;44018;44032;Vencido;GASTO;No;FALSO;REAL
44013;43972;BAÑO Y PELU TOBY;-1788;MERCADO PAGO;1;No;1;44007;44018;Vencido;GASTO;No;VERDADERO;REAL
44013;44002;QUESERIA DE MI;-609,68;MERCADO PAGO;1;Si;;44007;44018;Vencido;GASTO;No;FALSO;REAL
44044;44002;QUESERIA DE MI;-609,68;MERCADO PAGO;2;Si;;44035;44046;Vencido;GASTO;No;FALSO;REAL
44075;44002;QUESERIA DE MI;-609,68;MERCADO PAGO;3;Si;;44063;44075;Vencido;GASTO;No;FALSO;REAL
44013;43969;COMIDA TOBY KANGOO;-1119,68;MERCADO PAGO;1;Si;;44007;44018;Vencido;GASTO;No;FALSO;REAL
44044;43969;COMIDA TOBY KANGOO;-1119,68;MERCADO PAGO;2;Si;;44035;44046;Vencido;GASTO;No;FALSO;REAL
44075;43969;COMIDA TOBY KANGOO;-1119,68;MERCADO PAGO;3;Si;;44063;44075;Vencido;GASTO;No;FALSO;REAL
43952;43910;TOBY;-233,34;MERCADO PAGO;1;Si;;43938;43953;Vencido;GASTO;No;FALSO;REAL
43983;43910;TOBY;-233,34;MERCADO PAGO;2;Si;;43970;43984;Vencido;GASTO;No;FALSO;REAL
44013;43910;TOBY;-233,34;MERCADO PAGO;3;Si;;44007;44018;Vencido;GASTO;No;FALSO;REAL
44044;44045;HERBALIFE;-583,34;MERCADO PAGO;1;Si;;44035;44046;Vencido;GASTO;No;FALSO;REAL
44075;44045;HERBALIFE;-583,34;MERCADO PAGO;2;Si;;44063;44075;Vencido;GASTO;No;FALSO;REAL
44105;44045;HERBALIFE;-583,34;MERCADO PAGO;3;Si;;44110;44121;Vencido;GASTO;No;FALSO;REAL
44044;44027;BORCEGOS BEBE;-1326,68;MERCADO PAGO;1;Si;;44035;44046;Vencido;GASTO;No;FALSO;REAL
44075;44027;BORCEGOS BEBE;-1326,68;MERCADO PAGO;2;Si;;44063;44075;Vencido;GASTO;No;FALSO;REAL
44105;44027;BORCEGOS BEBE;-1326,68;MERCADO PAGO;3;Si;;44110;44121;Vencido;GASTO;No;FALSO;REAL
44044;44010;WOOX;-660;MERCADO PAGO;1;Si;;44035;44046;Vencido;GASTO;No;FALSO;REAL
44075;44010;WOOX;-660;MERCADO PAGO;2;Si;;44063;44075;Vencido;GASTO;No;FALSO;REAL
44105;44010;WOOX;-660;MERCADO PAGO;3;Si;;44110;44121;Vencido;GASTO;No;FALSO;REAL
44044;44045;DISPENSER;-610;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44044;44039;MERCADO PAGO;-1865;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44044;44038;DIA;-1119,3;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44044;44030;NETFLIX;-500;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44044;44020;FARMACITY;-1860;VISA SANTANDER;1;Si;;44049;44060;Vencido;GASTO;No;FALSO;REAL
44075;44020;FARMACITY;-1860;VISA SANTANDER;2;Si;;44084;44095;Vencido;GASTO;No;FALSO;REAL
44044;44028;MESSIAN;-650;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44044;44028;HERBALIFE;-4800;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44044;44028;CABLES;-1534;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44044;44045;SUSHI;-1337,83;VISA SANTANDER;1;No;1;44049;44060;Vencido;GASTO;No;VERDADERO;REAL
44075;44050;DIA;-208,77;VISA SANTANDER;1;No;1;44084;44095;Vencido;GASTO;No;VERDADERO;REAL
44044;44045;CAPSULAS;-392,33;VISA SANTANDER;1;Si;;44049;44061;Vencido;GASTO;No;FALSO;REAL
44075;44045;CAPSULAS;-392,33;VISA SANTANDER;2;Si;;44084;44095;Vencido;GASTO;No;FALSO;REAL
44105;44045;CAPSULAS;-392,33;VISA SANTANDER;3;Si;;44114;44123;Vencido;GASTO;No;FALSO;REAL
44136;44045;CAPSULAS;-392,33;VISA SANTANDER;4;Si;;44140;44151;Vencido;GASTO;No;FALSO;REAL
44166;44045;CAPSULAS;-392,33;VISA SANTANDER;5;Si;;44170;44181;Vencido;GASTO;No;FALSO;REAL
44197;44045;CAPSULAS;-392,33;VISA SANTANDER;6;Si;;44206;44216;Vencido;GASTO;No;FALSO;REAL
44075;44053;MERCADO PAGO;-1159,68;VISA SANTANDER;1;Si;;44084;44095;Vencido;GASTO;No;FALSO;REAL
44105;44053;MERCADO PAGO;-1159,68;VISA SANTANDER;2;Si;;44114;44123;Vencido;GASTO;No;FALSO;REAL
44136;44053;MERCADO PAGO;-1159,68;VISA SANTANDER;3;Si;;44140;44151;Vencido;GASTO;No;FALSO;REAL
44075;44055;DIA;-500,1;VISA SANTANDER;1;No;1;44084;44095;Vencido;GASTO;No;VERDADERO;REAL
44075;44055;LA VIDA ES BELLA;-3375;VISA SANTANDER;1;No;1;44084;44095;Vencido;GASTO;No;VERDADERO;REAL
44075;44050;DIA;-655,76;VISA SANTANDER;1;No;1;44084;44095;Vencido;GASTO;No;VERDADERO;REAL
44044;44053;ALQUILER;-12650;ALQUILER;1;Si;;44053;44053;Vencido;GASTO;No;FALSO;REAL
44075;44084;ALQUILER;-12650;ALQUILER;2;Si;;44084;44084;Vencido;GASTO;No;FALSO;REAL
44105;44114;ALQUILER;-14550;ALQUILER;3;Si;;44114;44114;Vencido;GASTO;No;FALSO;REAL
44136;44145;ALQUILER;-14550;ALQUILER;4;Si;;44145;44145;Vencido;GASTO;No;FALSO;REAL
44166;44175;ALQUILER;-14550;ALQUILER;5;Si;;44175;44175;Vencido;GASTO;No;FALSO;REAL
44197;44206;ALQUILER;-14550;ALQUILER;6;Si;;44206;44206;Vencido;GASTO;No;FALSO;REAL
44228;44237;ALQUILER;-14550;ALQUILER;7;Si;;44237;44237;Vencido;GASTO;No;FALSO;REAL
44256;44265;ALQUILER;-14550;ALQUILER;8;Si;;44265;44265;Vencido;GASTO;No;FALSO;REAL
44287;44296;ALQUILER;-15187;ALQUILER;9;Si;;44296;44296;Vencido;GASTO;No;FALSO;REAL
44317;44326;ALQUILER;-15278;ALQUILER;10;Si;;44326;44326;Vencido;GASTO;No;FALSO;REAL
44348;44357;ALQUILER;-16550;ALQUILER;11;Si;;44357;44357;Vencido;GASTO;No;FALSO;REAL
44378;44387;ALQUILER;-16550;ALQUILER;1;Si;;44387;44387;Vencido;GASTO;No;FALSO;REAL
44409;44418;ALQUILER;-16550;ALQUILER;2;Si;;44418;44418;Vencido;GASTO;No;FALSO;REAL
44440;44449;ALQUILER;-16550;ALQUILER;3;Si;;44449;44449;Vencido;GASTO;No;FALSO;REAL
44228;44237;EXPENSAS;-1951;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44256;44265;EXPENSAS;-2463;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44287;44292;EXPENSAS;-3000;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44317;44326;EXPENSAS;-5278;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44348;44358;EXPENSAS;-2037,6;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44378;44387;EXPENSAS;-2382,43;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44409;44418;EXPENSAS;-2631;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44440;44449;EXPENSAS;-2537;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44470;44479;EXPENSAS;-2977;EXPENSAS;1;No;1;44479;44479;Vencido;GASTO;No;VERDADERO;REAL
44044;44044;PERSONAL;-960;PERSONAL;1;Si;1;44044;44044;Vencido;GASTO;No;VERDADERO;REAL
